epoch,gpucomputetime_ms
0,3647.373046875
0,2.9932799339294434
0,3.951551914215088
0,2.6053760051727295
0,2.718559980392456
0,2.4286398887634277
0,4.157440185546875
0,3.0189759731292725
0,2.86627197265625
0,2.7774720191955566
0,2.792799949645996
0,3.271199941635132
0,3.3352320194244385
0,2.758527994155884
0,3.8724799156188965
0,5.902400016784668
0,13.330016136169434
0,2.785696029663086
0,3.2444798946380615
0,3.8209919929504395
0,5.470143795013428
0,2.8792319297790527
0,2.828671932220459
0,8.113920211791992
0,5.185855865478516
0,2.6883840560913086
0,3.104896068572998
0,5.7967681884765625
0,7.126751899719238
0,2.8420159816741943
0,3.295775890350342
0,8.69603157043457
0,2.7073280811309814
0,2.774912118911743
0,6.56550407409668
0,2.7057600021362305
0,9.944191932678223
0,2.7595839500427246
0,2.76963210105896
0,2.651808023452759
0,3.3219521045684814
0,3.4281280040740967
0,2.957024097442627
0,2.76963210105896
0,3.2180159091949463
0,2.6712958812713623
0,3.53110408782959
0,7.9318718910217285
0,3.0868160724639893
0,3.3777918815612793
0,3.112607955932617
0,2.4864320755004883
0,2.8828799724578857
0,2.501823902130127
0,3.0212159156799316
0,2.8512320518493652
0,3.5396480560302734
0,2.6970880031585693
0,2.7039361000061035
0,3.0451838970184326
0,3.563391923904419
0,3.1464319229125977
0,2.957119941711426
0,2.6089279651641846
0,2.447551965713501
0,2.727679967880249
0,2.8503360748291016
0,2.8657920360565186
0,2.5689280033111572
0,2.7714240550994873
0,2.6320641040802
0,2.6170239448547363
0,2.8180480003356934
0,4.13753604888916
0,3.3577280044555664
0,2.8014400005340576
0,2.6457600593566895
0,9.139871597290039
0,2.876863956451416
0,3.2164158821105957
0,2.8313920497894287
0,7.811168193817139
0,3.2351999282836914
0,2.8471360206604004
0,2.8958399295806885
0,3.320096015930176
0,2.676703929901123
0,2.8401920795440674
0,2.7661120891571045
0,2.4701759815216064
0,2.8795199394226074
0,4.097887992858887
0,2.927999973297119
0,2.6981759071350098
0,3.1957759857177734
0,2.9378559589385986
0,3.3224000930786133
0,2.8662400245666504
0,3.2473599910736084
0,2.625920057296753
0,3.157504081726074
0,3.032896041870117
0,2.592223882675171
0,2.6480000019073486
0,3.7191359996795654
0,6.256800174713135
0,2.8377599716186523
0,2.983680009841919
0,2.775455951690674
0,2.873120069503784
0,2.4954240322113037
0,2.7800960540771484
0,3.086047887802124
0,2.9621119499206543
0,2.8263039588928223
0,2.964576005935669
0,5.665952205657959
0,4.363679885864258
0,2.7095680236816406
0,2.67740797996521
0,8.053152084350586
0,2.8972480297088623
0,2.8746559619903564
0,3.197119951248169
0,2.914207935333252
0,9.819616317749023
0,10.947104454040527
0,2.7583680152893066
0,2.897887945175171
0,5.798304080963135
0,2.878880023956299
0,2.6574718952178955
0,8.12172794342041
0,8.876416206359863
0,2.831455945968628
0,4.392928123474121
0,3.0198400020599365
0,2.8533759117126465
0,8.968640327453613
0,17.505823135375977
0,3.935231924057007
0,4.256671905517578
0,2.9026880264282227
0,2.28220796585083
0,3.0787839889526367
0,2.7665600776672363
0,2.6190080642700195
0,4.412960052490234
0,5.89247989654541
0,4.018400192260742
0,2.7832961082458496
0,5.540160179138184
0,2.8084158897399902
0,2.554719924926758
0,3.1700479984283447
0,2.8363840579986572
0,2.651711940765381
0,2.7259840965270996
0,2.671488046646118
0,2.759711980819702
0,3.3116159439086914
0,2.948960065841675
0,2.987936019897461
0,2.8282558917999268
0,5.1611199378967285
0,2.8872320652008057
0,2.718111991882324
0,2.718496084213257
0,3.08953595161438
0,3.400223970413208
0,2.3517119884490967
0,2.5743680000305176
0,2.656032085418701
0,2.5664639472961426
0,11.436063766479492
0,2.777695894241333
0,2.7261760234832764
0,2.3250560760498047
0,2.8693439960479736
0,7.551040172576904
0,2.821183919906616
0,2.8543360233306885
0,11.449695587158203
0,2.741568088531494
0,2.816704034805298
0,2.9430079460144043
0,4.288288116455078
0,2.774496078491211
0,2.7679998874664307
0,2.8088319301605225
0,3.6330559253692627
0,2.8562560081481934
0,2.3665599822998047
0,3.3786559104919434
0,2.7667839527130127
0,2.4200000762939453
0,3.092128038406372
0,8.915167808532715
0,2.7972800731658936
0,2.608128070831299
0,4.372320175170898
0,2.756704092025757
0,8.34825611114502
0,2.8583359718322754
0,2.253632068634033
0,3.004415988922119
0,3.1863999366760254
0,2.7575039863586426
0,2.8638720512390137
0,3.175071954727173
0,2.7162880897521973
0,2.5600318908691406
0,2.8322560787200928
0,3.1470720767974854
0,6.166463851928711
0,2.871488094329834
0,2.460767984390259
0,3.4739840030670166
0,2.794368028640747
0,2.4672319889068604
0,2.7076799869537354
0,2.890144109725952
0,2.719615936279297
0,2.7817280292510986
0,3.409152030944824
0,2.7368319034576416
0,2.6755199432373047
0,2.7064640522003174
0,2.816159963607788
0,4.215871810913086
0,10.494815826416016
0,9.462944030761719
0,9.233280181884766
0,6.785664081573486
0,8.460320472717285
1,5.550367832183838
1,2.9092159271240234
1,2.6554880142211914
1,5.314943790435791
1,2.780639886856079
1,3.067903995513916
1,3.040479898452759
1,4.0447678565979
1,4.6836161613464355
1,2.91212797164917
1,5.780576229095459
1,9.657055854797363
1,4.5265278816223145
1,2.8174080848693848
1,2.5649280548095703
1,3.2865281105041504
1,2.8131840229034424
1,5.7381439208984375
1,2.858560085296631
1,2.901087999343872
1,3.433727979660034
1,2.8495678901672363
1,2.8323841094970703
1,3.069567918777466
1,3.96396803855896
1,2.8332479000091553
1,2.8777918815612793
1,2.3329920768737793
1,2.7648959159851074
1,2.6835200786590576
1,3.157439947128296
1,3.128416061401367
1,2.640160083770752
1,2.95033597946167
1,6.348063945770264
1,2.7678399085998535
1,2.9436800479888916
1,2.690943956375122
1,2.770591974258423
1,2.944096088409424
1,2.901439905166626
1,2.641727924346924
1,2.6543359756469727
1,2.7015678882598877
1,3.1332480907440186
1,2.7977919578552246
1,2.8990719318389893
1,2.9421119689941406
1,2.644256114959717
1,2.983488082885742
1,2.8075199127197266
1,3.029439926147461
1,2.858016014099121
1,3.0920960903167725
1,3.587104082107544
1,2.8181440830230713
1,3.022559881210327
1,2.8585920333862305
1,3.9013760089874268
1,2.7852160930633545
1,2.355168104171753
1,2.8387839794158936
1,2.9783999919891357
1,3.097503900527954
1,2.7061119079589844
1,2.7952640056610107
1,2.3071999549865723
1,2.666271924972534
1,2.6349120140075684
1,3.677216053009033
1,2.411360025405884
1,13.86467170715332
1,2.9738240242004395
1,2.5679678916931152
1,2.710752010345459
1,3.2080960273742676
1,2.9569919109344482
1,2.8653759956359863
1,3.4646079540252686
1,3.205120086669922
1,2.844640016555786
1,4.140639781951904
1,2.745055913925171
1,2.817023992538452
1,2.8525118827819824
1,2.64355206489563
1,2.7766079902648926
1,5.134496212005615
1,2.8181118965148926
1,2.8614399433135986
1,2.8579840660095215
1,2.5972158908843994
1,3.272416114807129
1,2.4410240650177
1,7.647007942199707
1,3.313983917236328
1,2.7986559867858887
1,2.7144320011138916
1,2.204576015472412
1,2.703648090362549
1,2.6683199405670166
1,3.131295919418335
1,2.608128070831299
1,2.8549439907073975
1,2.8932158946990967
1,3.3311679363250732
1,3.3735361099243164
1,10.301695823669434
1,5.368544101715088
1,9.41875171661377
1,2.8999359607696533
1,2.6718080043792725
1,2.5452160835266113
1,10.717023849487305
1,8.874015808105469
1,3.006175994873047
1,2.653343915939331
1,3.3596479892730713
1,2.679327964782715
1,2.7498879432678223
1,4.94374418258667
1,3.3454720973968506
1,2.6474881172180176
1,8.047967910766602
1,3.5530879497528076
1,2.8096320629119873
1,2.9318079948425293
1,3.1875839233398438
1,2.891711950302124
1,3.4344959259033203
1,2.7914879322052
1,2.5490241050720215
1,7.79091215133667
1,2.8873279094696045
1,2.6480960845947266
1,5.232607841491699
1,2.7755520343780518
1,2.8958399295806885
1,2.3695359230041504
1,2.666879892349243
1,2.8195199966430664
1,4.142784118652344
1,3.138751983642578
1,2.6813759803771973
1,3.004703998565674
1,2.966815948486328
1,3.2755520343780518
1,2.752448081970215
1,2.586944103240967
1,3.1784958839416504
1,2.9284799098968506
1,2.899104118347168
1,2.8504319190979004
1,2.8610239028930664
1,2.819200038909912
1,2.813119888305664
1,2.7517759799957275
1,2.5240960121154785
1,2.6748158931732178
1,2.684864044189453
1,3.137120008468628
1,2.878079891204834
1,3.4859840869903564
1,3.33571195602417
1,2.9024319648742676
1,2.6955199241638184
1,2.580928087234497
1,5.622335910797119
1,3.0743041038513184
1,2.8411519527435303
1,3.224832057952881
1,5.690176010131836
1,2.8252480030059814
1,7.478367805480957
1,2.7015039920806885
1,2.9125120639801025
1,3.4161601066589355
1,4.366975784301758
1,2.4763200283050537
1,2.3848319053649902
1,2.601759910583496
1,2.7805120944976807
1,3.1218879222869873
1,2.9039359092712402
1,4.002880096435547
1,2.2599680423736572
1,2.992192029953003
1,3.394848108291626
1,2.8274879455566406
1,4.276735782623291
1,3.1948161125183105
1,3.041663885116577
1,2.935647964477539
1,3.059648036956787
1,3.143807888031006
1,2.9440319538116455
1,2.5793919563293457
1,2.8102080821990967
1,3.0242559909820557
1,2.7423999309539795
1,2.7395200729370117
1,7.342912197113037
1,2.905888080596924
1,3.246432065963745
1,2.8242239952087402
1,3.255232095718384
1,4.4541120529174805
1,2.7423040866851807
1,2.7726399898529053
1,4.158783912658691
1,2.9434878826141357
1,3.150592088699341
1,3.7968320846557617
1,7.7163519859313965
1,6.192416191101074
1,3.040287971496582
1,2.68121600151062
1,3.1203839778900146
1,3.006272077560425
1,4.561888217926025
1,5.290048122406006
1,3.099263906478882
1,3.0770559310913086
1,2.8475840091705322
1,2.5439040660858154
1,9.471903800964355
1,2.7681920528411865
1,20.406047821044922
1,9.38361644744873
1,2.929919958114624
1,2.786623954772949
1,2.7576959133148193
1,2.4335360527038574
1,2.6815359592437744
1,2.292799949645996
2,9.674688339233398
2,2.785599946975708
2,3.0569279193878174
2,2.8593599796295166
2,2.853503942489624
2,3.092031955718994
2,2.913696050643921
2,2.9588799476623535
2,3.407520055770874
2,2.9610559940338135
2,2.8375680446624756
2,3.0547521114349365
2,4.418432235717773
2,2.6806399822235107
2,2.848992109298706
2,2.8764801025390625
2,2.1983039379119873
2,3.453887939453125
2,2.687839984893799
2,2.7583041191101074
2,2.6706879138946533
2,3.265791893005371
2,3.003040075302124
2,2.6356160640716553
2,2.9268798828125
2,2.785856008529663
2,2.8455679416656494
2,2.963360071182251
2,3.2161920070648193
2,2.9498560428619385
2,2.9721601009368896
2,3.522495985031128
2,2.7025279998779297
2,3.499903917312622
2,2.8552958965301514
2,2.684544086456299
2,2.7149760723114014
2,3.1619200706481934
2,2.9899840354919434
2,2.897023916244507
2,2.3343679904937744
2,2.7209599018096924
2,3.044127941131592
2,3.177311897277832
2,2.854720115661621
2,11.577280044555664
2,2.610879898071289
2,3.0542080402374268
2,2.6318399906158447
2,9.347935676574707
2,3.0088000297546387
2,19.513376235961914
2,3.0801920890808105
2,2.7496960163116455
2,2.877120018005371
2,3.34335994720459
2,10.606623649597168
2,6.322239875793457
2,2.8450241088867188
2,4.195263862609863
2,2.733664035797119
2,2.5660159587860107
2,2.943455934524536
2,2.724287986755371
2,2.9283840656280518
2,6.1135358810424805
2,2.7189440727233887
2,3.160831928253174
2,3.3435521125793457
2,2.6830079555511475
2,2.681056022644043
2,7.32041597366333
2,2.783263921737671
2,2.714463949203491
2,2.8771839141845703
2,3.152224063873291
2,2.900480031967163
2,2.704319953918457
2,6.153088092803955
2,6.280672073364258
2,2.9062399864196777
2,5.317887783050537
2,2.6998720169067383
2,2.840895891189575
2,2.574496030807495
2,2.8070719242095947
2,2.9164481163024902
2,2.5874879360198975
2,2.7499520778656006
2,2.859839916229248
2,2.635040044784546
2,7.313504219055176
2,2.642143964767456
2,13.87343978881836
2,3.0426878929138184
2,4.211775779724121
2,3.177311897277832
2,2.800352096557617
2,8.03763198852539
2,2.843071937561035
2,2.918368101119995
2,3.1601600646972656
